符合條件商品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料日期：2026年  6月 29日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
策略,"	.常用",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"811	",3624.TW,光頡,139,0,1352,9.74,163,11.73,2.95,0.7,12,61,20,0,1,0,0,0,0,0.67,3.91,3,31,21,-1.9,2.4,0.5,2.76,0,上櫃電子零組件,晶片電阻,"被動元件,晶片電阻,電阻",利基型薄膜電阻廠,
"812	",3625.TW,西勝,15.65,-6.29,678,5.36,19,11.42,0.08,-0.6,14,0,0,0,1,0,0,0,0,0.37,-0.23,40,6,0,0,0,0,0.34,0,上櫃電腦及週邊設備,消費用電池,"工業用電池,消費用電池,電池",筆電電池模組及充電器供應商,
"813	",3628.TW,盈正,69.3,0.87,130,3.11,31,4.5,0.15,0,6,76,8,0,0,0,0,0,0,0,0.1,6,6,13,0,0,0,0,0,上櫃其他電子,UPS,"UPS,電子零件元件,配電工程,電力設備",UPS設備製造商兼專案工程商,
"814	",3629.TW,地心引力,14.9,-4.18,9,0,5,3.3,0,-0.22,6,0,0,0,0,0,0,0,0,0,-0.29,-91,1328,23154,0,0,0,0,0.12,上櫃文化創意,廣告,"傳播事業,行銷",主要從事整合行銷公關服務,
"815	",3630.TW,新鉅科,29.3,-1.84,1044,8.86,61,20.42,0.68,-0.69,9,0,0,0,0,0,0,0,0,0.18,-0.81,-11,6,15,0,-0.3,-0.3,0,0,上櫃光電,光學鏡片／頭,"光學鏡片/頭,光學元件",台灣感測鏡頭供應商,
"816	",3631.TW,晟楠,33.2,-1.04,30,3.2,27,8.18,0.01,-0.33,6,0,0,0,0,0,0,0,0,0.02,0.21,114,83,11,0,0,0,0,0.14,上櫃電子零組件,金、錫凸塊,"金、錫凸塊,封測服務與材料",錫條、錫絲、錫膏及鉛助焊劑供應商,
"817	",3632.TW,研勤,7.93,0.25,7,0.13,3,4.09,0,-0.02,6,20,30,0,0,0,0,0,0,0,-0.1,32,54,10,0,0,0,0,0.23,上櫃通信網路,行車紀錄器,"車用電子,行車紀錄器,旅宿／餐飲,餐飲",以PAPAGO為品牌之行車紀錄器及導航軟體廠商,
"818	",3645.TW,達邁,87.3,0.23,1188,5.46,119,13.68,1.67,0.67,13,40,33,0,0,0,0,0,0,-0.39,-0.36,-5,0,4,0,0.1,0.1,0,0.29,上市電子零組件,軟板PI,"印刷電路板相關,軟板PI",全球第四大聚醯亞胺薄膜生產廠商,
"819	",3646.TW,艾恩特,23.45,0.86,7,1.51,9,3.93,0.01,-0.01,10,0,0,0,0,0,0,0,0,0.23,-0.06,1,15,7,0,0,0,0,0.09,上櫃電子零組件,連接器,"連接器,電子零件元件,連接線材",台灣工業及汽車用連接器製造廠,
"820	",3652.TW,精聯,38.4,-2.91,737,5.59,30,7.51,0.62,0.74,7,28,25,0,1,0,0,0,0,0.97,-4.28,-3,42,21,0,0.2,0.2,0.61,0,上市電腦及週邊設備,掌上型工業電腦,"工業電腦,自動資料收集產品,掌上型工業電腦,條碼掃描器",台灣條碼識別與自動資料收集設備(AIDC)領導品牌,
"821	",3653.TW,健策,3320,-2.5,1117,4.28,4996,14.67,65.68,13.04,5,94,5,0,0,0,0,0,0,-0.54,7.44,0,38,20,-20.2,33.5,13.3,0,0.25,上市電子零組件,其他散熱零件,"散熱模組,導線架,封測服務與材料,其他散熱零件",台灣均熱片兼LED導線架供應商,
"822	",3661.TW,世芯-KY,3985,2.97,1124,7.09,3070,8.21,107.54,20.6,3,78,4,0,0,0,0,0,0,-2.49,1.6,-9,-33,-50,-2.2,-23,-25.2,0,0.26,上市半導體,ASIC,"IC設計,設計IP,ASIC",全球ASIC及設計IP業者,
"823	",3663.TW,鑫科,72.7,0.41,953,8.71,79,10.85,1.28,-0.23,14,37,38,0,0,0,0,0,0,-0.88,3.54,9,-14,55,0,0,0,0,0,上櫃其他電子,其他半導體耗材,"傳產其他,回收焚化／掩埋清運,其他半導體耗材,IC製造",屬中鋼集團之台灣前兩大濺鍍靶材廠,
"824	",3664.TW,安瑞-KY,7,-2.78,7,0,5,7.19,0,-2.95,7,0,0,0,0,0,0,0,0,0,-0.17,59,13,-49,0,0,0,0,0.37,上櫃通信網路,資安設備,"用戶端設備,網通設備,資安設備,資訊安全,系統整合,軟體業",光聚晶電旗下雲端ADC設備廠,
"825	",3665.TW,貿聯-KY,1880,1.35,1560,5.73,3619,19.51,55.91,12.95,4,39,10,0,0,0,1,0,0,-0.57,13.82,0,41,28,-7.7,25.1,17.4,0,0.31,上市其他電子,連接線材,"連接器,電子零件元件,連接線材,電線電纜,電子線",Tesla電池線束主力供應商,
"826	",3666.TW,光耀,25.1,-0.4,46,2.78,35,13.89,0.02,-0.93,4,0,0,0,0,0,0,0,0,0.02,-0.06,26,64,-15,0,0,0,0,0.18,上櫃光電,光學膜,"面板零組件,光學膜",為光群雷轉投資之聚光片廠,
"827	",3669.TW,圓展,33.6,0.3,74,3.78,31,9.29,0.08,0.77,3,14,21,0,0,0,0,0,0,-0.07,0.36,-6,-6,15,0,0,0,0,0.25,上市通信網路,視訊會議產品,"消費性電子產品,視訊會議產品",圓剛轉投資之視訊會議與教學簡報系統供應商,
"828	",3672.TW,康聯訊,11.6,-2.11,33,5.58,5,4.08,0.01,-0.82,6,0,0,0,0,0,0,0,0,0.25,0.09,-43,88,-15,0,0,0,0,0,上櫃通信網路,光纖設備,"光通訊,光纖設備",台灣光纖網路設備製造商,
"829	",3673.TW,TPK-KY,76.5,0,9270,6.96,311,40.67,11.45,-1.75,11,0,0,0,1,0,0,0,0,-4.23,4.49,-10,-3,17,0,-1.4,-1.4,1.01,0,上市光電,觸控面板,"面板業,面板零組件,導電玻璃,觸控面板",全球最大玻璃投射電容觸控模組廠,
"830	",3675.TW,德微,344,-4.31,502,7.13,191,5.31,2.39,1.41,11,59,19,0,1,0,0,0,0,1.29,46.58,5,24,14,0,0.1,0.1,1.36,0,上櫃半導體,二極體,"矽晶圓,IC製造,分離式元件,二極體,電晶體",台灣整流二極體供應商,
"831	",3679.TW,新至陞,108,-0.46,38,2.26,68,6.3,0.09,1.95,3,14,21,0,0,0,0,0,0,0,-0.14,-3,-14,-13,0,-0.1,-0.1,0,0.11,上市電子零組件,塑膠射出,"機殼,電子零件元件,塑膠射出",為塑膠模具設計及射出廠商,
"832	",3680.TW,家登,489,0.51,1091,6.14,467,9.61,9.31,2.78,8,51,16,1,0,0,0,0,0,-0.52,0.56,-24,16,19,-2.2,-0.5,-2.7,0,0.19,上櫃半導體,半導體製程設備,"半導體製程設備,設備儀器商",全球第一大半導體光罩載具廠,
"833	",3684.TW,榮昌,52,-2.07,64,3.97,16,3.03,0.05,0.63,5,19,26,1,0,0,1,0,0,0,-0.3,8,21,11,0,0,0,0,0.16,上櫃通信網路,無線網路設備系統(WLAN),"電子零件元件,用戶端設備,無線網路設備系統(WLAN),網通設備,連接線材",高頻連接線及無線通訊整合次系統廠商,
"834	",3685.TW,元創精密,28.8,-0.69,638,3.69,23,7.96,0.19,0.02,6,22,27,0,0,0,0,0,0,0.29,0.63,-47,6,46,0,0,0,0,0,上櫃電機機械,汽機車零組件,汽機車零組件,車用導光板及沖焊零件供應商,
"835	",3686.TW,達能,16.6,-0.6,203,3.2,13,7.65,0.05,-0.11,5,0,0,0,0,0,0,0,0,0.07,-0.12,338,28,10,0,0,0,0,0.09,上市半導體,太陽能系統運用,"IC零組件通路商,電子通路,太陽能,太陽能系統運用",轉型發展太陽能EPC業務、記憶體通路,
"836	",3687.TW,歐買尬,74.1,0.54,61,5.39,22,3.01,0.12,1.57,8,9,89,1,1,0,0,0,0,0,-0.22,3,16,13,0,0,0,0.38,0,上櫃數位雲端,電子支付,"文化創意產業,電子支付,軟體業,PC遊戲,遊戲產業,手機遊戲",第三方金流服務及遊戲代理商,
"837	",3689.TW,湧德,114.5,1.78,905,5.08,101,8.94,2.06,2.65,9,14,64,1,0,0,0,0,0,0.53,-0.7,-15,20,31,0,-0.6,-0.6,0,0.29,上櫃電子零組件,連接器,"連接器,電子零件元件",主要生產DT、網通及消費電子用連接器,
"838	",3691.TW,碩禾,149,-2.3,2435,8.47,140,9.19,4.05,0.94,10,16,63,1,1,0,0,0,0,0.39,-2.09,-11,131,165,0,-0.2,-0.2,0.75,0.2,上櫃光電,太陽能導電漿,"太陽能,太陽能導電漿",國碩轉投資太陽能導電漿大廠,
"839	",3693.TW,營邦,474,-1.76,339,8.53,207,4.3,7.4,-0.65,5,313,2,0,0,0,0,0,0,-0.38,0.4,-8,25,-19,0,-1.4,-1.4,0,0.37,上櫃電腦及週邊設備,伺服器機殼,"伺服器機殼,電子零件元件,準系統,電腦系統業",台灣伺服器機箱兼系統平台服務商,
"840	",3694.TW,海華,56.6,1.62,534,4.27,86,15.49,0.92,0.9,8,16,50,0,0,0,0,0,0,-0.52,1.06,10,-9,11,0,-0.4,-0.4,0,0.28,上市通信網路,通訊設備零組件,"網通設備,通訊設備零組件,光學鏡片/頭,光學元件",和碩旗下無線通訊模組廠,
"841	",3701.TW,大眾控,44.1,1.38,817,5.67,103,23.67,0.67,-0.99,4,0,0,0,0,0,1,0,0,0.57,-0.53,-18,-32,-30,0,0.2,0.2,0,0.39,上市電腦及週邊設備,控股公司,"控股公司,車用電子,平板電腦,消費性電子產品,工業電腦,電子製造服務,電腦系統業",轉投資製造工程、設計製造及系統整合等產業,
"842	",3702.TW,大聯大,104.5,-1.88,7797,3.74,1788,169.33,10.31,6.34,9,6,150,1,0,0,0,0,0,-0.17,0.34,8,83,40,-0.1,0.9,0.8,0,0.2,上市電子通路,IC零組件通路商,"控股公司,IC零組件通路商,電子通路",全球暨亞太區第一大的半導體零組件通路商,
"843	",3703.TW,欣陸,21.45,0.47,629,0.93,176,82.32,0.28,0.01,4,14,29,0,1,0,0,0,0,-0.06,-0.21,23,3,-10,0,0.1,0.1,0.13,0,上市建材營造,基礎建設,"控股公司,營建,住宅建設,基礎建設,地產,營造工程,環保工程",由大陸建設換股成立之建設、營造控股公司,
"844	",3704.TW,合勤控,45.25,5.23,4248,9.96,179,41.54,3.03,0.38,8,36,22,0,1,0,0,0,0,0.21,-0.53,-16,31,7,0,-0.1,-0.1,0.55,0,上市通信網路,網通設備,"控股公司,用戶端設備,無線網路設備系統(WLAN),網通設備,電信設備,接取設備,區域網路,光通訊,光纖設備",兼營品牌「ZyXEL」與代工業務之網通設備廠,
"845	",3705.TW,永信,54.3,1.12,291,0.55,143,26.64,0.13,0.59,4,17,24,0,1,0,0,0,0,0.52,0.04,-5,-3,-10,0,-0.2,-0.2,0.06,0.02,上市生技醫療,西藥製劑,"醫藥產業,生物科技,西藥製劑,學名藥,動物用藥,食品生技,獸醫相關,控股公司",台灣人用學名藥與動物用藥之龍頭企業,
"846	",3706.TW,神達,86.4,3.47,32057,3.86,1108,132.72,13.19,0.88,4,26,15,0,0,0,0,0,0,-0.78,1.32,17,49,37,2.9,-7.3,-4.4,0,0.24,上市電腦及週邊設備,伺服器,"控股公司,車用電子,行車紀錄器,伺服器,網通設備,衛星導航,工業電腦,AI伺服器,電腦系統業",控股子公司從事伺服器、車用電子、工業電腦等業務,
"847	",3707.TW,漢磊,79,-3.19,15670,8.39,324,39.68,21.46,-0.42,10,0,0,1,1,0,0,0,0,2.15,2.54,1,28,24,0,-11.6,-11.6,1.03,0,上櫃半導體,磊晶,"晶圓代工,第三類半導體,磊晶,IC製造",中小型晶圓代工與磊晶供應商,
"848	",3708.TW,上緯投控,107,-1.38,442,3.23,100,9.23,1.03,-3.11,3,0,0,1,0,0,0,0,0,-0.35,0.46,22,71,-14,0,-0.5,-0.5,0,0.19,上市綠能環保,合成樹脂,"合成樹脂,化學工業,傳產其他,複合材料",全球第二、亞洲最大環保耐蝕樹脂商,
"849	",3709.TW,鑫聯大投控,74.5,-3.37,1068,7.24,112,14.56,3.89,3.32,10,6,167,0,0,0,0,0,0,-0.58,0.38,-23,2,21,0,-0.5,-0.5,0,0.26,上櫃電腦及週邊設備,電腦通路商,"控股公司,電腦通路商,電子通路",大聯大旗下，經營3C通路及室內樂園,
"850	",3710.TW,連展投控,5.99,0,260,3.81,17,28.73,0.02,-0.35,6,0,0,0,0,0,0,0,0,0.26,-0.18,7,18,8,0,0,0,0,0.19,上櫃電子零組件,連接器,"控股公司,連接器,電子零件元件,網通設備,天線,光通訊,連接線材,光纖主動元件,光纖被動元件,車用充電相關,電力設備",控股公司，運營連接器及通訊零件等業務,
"851	",3711.TW,日月光投控,627,-0.79,17936,10.14,28192,447.06,296.1,3.6,7,50,14,0,1,0,0,0,0,0.13,-2.85,1,29,20,-94.5,57.1,-37.4,0.84,0,上市半導體,IC封裝,"IC封裝,IC測試,IC封裝測試,電子製造服務,電腦系統業",全球封測龍頭,
"852	",3712.TW,永崴投控,18.1,4.32,636,5.39,43,24.62,0.15,-4.77,6,1,600,0,0,0,0,0,0,0.24,-0.38,-21,11,-14,0,0,0,0,0,上市電腦及週邊設備,控股公司,控股公司,轉投資業務包含能源服務、影像掃描器、3C零售等,
"853	",3713.TW,新晶投控,14.75,1.03,31,3.42,13,8.81,0.01,-0.39,7,0,0,0,0,0,0,0,0,0.02,-0.65,28,106,29,0,0,0,0,0.31,上櫃綠能環保,太陽能系統運用,"電力,太陽能發電,太陽能,太陽能電池模組,太陽能系統運用",太陽能統包工程廠，從事太陽能電廠之投資開發、建置及維運,
"854	",3714.TW,富采,62.4,1.3,6294,8.74,411,73.79,9.84,-1.52,6,0,0,0,0,0,0,0,0,0.75,-0.61,-1,8,-2,0,-4.4,-4.4,0,0.28,上市光電,LED晶粒,"控股公司,LED,LED晶粒,LED封裝,LED磊晶,LED照明產品,MicroLED",全球前五大LED一條龍廠,
"855	",3715.TW,定穎投控,166,-1.48,5656,6.78,478,28.36,15.48,0.38,4,41,10,1,0,0,0,1,1.12,3.99,-4.46,22,69,34,0,-12.7,-12.7,0,0,上市電子零組件,印刷電路板,"控股公司,印刷電路板,印刷電路板相關",台灣專業多層印刷電路板製造廠,
"856	",4102.TW,永日,19.1,0.79,115,1.57,8,4.24,0.01,-0.11,9,69,13,0,1,0,0,0,0,0.05,-0.08,30,28,-1,0,0,0,0.16,0,上櫃生技醫療,原料藥,"醫藥產業,生物科技,原料藥,生技特用化學品",永信集團旗下原料藥廠,
"857	",4104.TW,佳醫,69.2,0.73,171,1.31,129,18.84,0.19,0.6,9,26,35,0,0,0,0,0,0,-0.21,-0.04,-11,-1,8,0,0,0,0,0.05,上市生技醫療,洗腎器具,"醫療器材通路,醫療服務,醫療耗材,洗腎器具,醫藥流通,手術與治療用醫材,其他醫療器材",台灣最大洗腎相關儀器及耗材代理商,
"858	",4105.TW,東洋,75.4,1.07,840,0.8,185,24.86,0.46,0.9,8,12,67,0,1,0,0,0,0,0.37,-0.15,0,-4,5,-0.2,0.8,0.6,0.07,0,上櫃生技醫療,西藥製劑,"醫藥產業,西藥製劑,學名藥",專注研發微脂體、微球注射劑困難學名藥廠,
"859	",4106.TW,雃博,23.35,0.65,62,1.95,23,10.09,0.04,0.26,10,14,71,0,0,0,0,0,0,0.29,-0.34,-16,-10,4,0,0,0,0,0.09,上市生技醫療,福祉輔助設備,"福祉輔助設備,手術與治療用醫材,物理治療器具,呼吸與麻醉用器具,輔助與彌補用醫材",亞洲最大防褥瘡氣墊床廠,
"860	",4107.TW,邦特,115.5,0.43,57,1.29,80,6.93,0.16,2.16,8,15,53,0,0,0,0,0,0,0.04,-0.14,2,14,7,0,-0.1,-0.1,0,0.03,上櫃生技醫療,洗腎器具,"醫療耗材,洗腎器具,手術與治療用醫材,其他醫療器材",台灣血液迴路管、穿刺針等血液透析耗材龍頭廠,
"861	",4108.TW,懷特,12,0.84,179,1.67,24,19.86,0.03,-0.3,12,0,0,0,0,0,0,0,0,0.03,-0.23,22,18,11,0,0,0,0,0.09,上市生技醫療,植物新藥,"醫藥產業,生物科技,中藥製劑,新藥研發,植物新藥,食品生技",美吾華旗下植物新藥研發公司,
"862	",4109.TW,加捷生醫,11.3,0.44,192,4.76,13,11.87,0.08,-0.1,5,286,2,0,0,0,0,0,0,-0.02,-0.1,-10,13,7,0,0,0,0,0.2,上櫃生技醫療,食品生技,"生物科技,食品生技,保險經紀,金融業",台灣最大甲魚相關保健食品廠,
"863	",4111.TW,濟生,29.95,1.18,53,0.84,18,5.98,0.03,0.78,11,10,110,0,0,0,0,0,0,0.1,-0.19,-2,0,8,0,0,0,0,0.03,上櫃生技醫療,西藥製劑,"醫藥產業,西藥製劑,學名藥",台灣洗腎血液透析粉液龍頭企業,
"864	",4113.TW,聯上,15.35,-0.65,181,3.19,36,23.11,0.03,-0.21,5,0,0,1,0,0,0,0,0,0.07,-0.09,0,55,-96,0,0,0,0,0,上櫃建材營造,營建,"營建,地產",聯上集團旗下負責南部推案的建商,
"865	",4114.TW,健喬,31.15,2.81,1348,1.94,155,51.02,0.41,0.31,8,28,29,0,0,0,0,0,0,0.08,-0.16,5,13,13,0,0,0,0,0,上櫃生技醫療,西藥製劑,"醫藥產業,生物科技,西藥製劑,學名藥,食品生技,醫藥流通,藥品通路",台灣主要學名藥產銷及代理商,
"866	",4116.TW,明基醫,37.65,0.67,15,1.98,17,4.46,0.02,1.23,5,9,56,0,0,0,0,0,0,0,-0.13,-10,1,8,0,0,0,0,0,上櫃生技醫療,醫療耗材,"醫療服務,醫療耗材,診斷與監測用醫材,醫學影像裝置,輔助與彌補用醫材,牙科植入器材,其他醫療器材,醫用家具,醫療管理服務",明基友達集團旗下醫療設備、醫用耗材、醫療服務公司,
"867	",4119.TW,旭富,44.25,-0.56,121,2.58,53,11.95,0.11,-0.04,4,53,8,0,0,0,0,0,0,0.07,-0.23,-31,-47,-18,0,0,0,0,0,上市生技醫療,原料藥,"醫藥產業,原料藥",全球最大之丙戊酸一系列癲癇藥物生產者,
"868	",4120.TW,友華,46,2.34,24,0.67,39,8.67,0.01,-3.84,8,0,0,0,0,0,0,0,0,0.02,-0.22,-12,-11,-2,0,0,0,0,0.07,上櫃生技醫療,醫藥流通,"醫藥產業,生物科技,西藥製劑,學名藥,食品生技,醫藥流通",台灣代理國際藥品與醫美玻尿酸通路商,
"869	",4121.TW,優盛,13.4,0.75,72,1.5,11,8.31,0.01,-0.43,10,0,0,0,0,0,1,0,0,-0.03,-0.11,6,-3,-2,0,0,0,0,0.09,上櫃生技醫療,血壓計,"血壓計,血糖儀,體溫計,醫藥流通,體外診斷用醫材,診斷與監測用醫材,生理檢測器材",全球前三大電子式血壓計製造商,
"870	",4123.TW,晟德,38.05,2.28,1890,2.51,286,76.95,0.78,-2.22,8,0,0,1,0,0,0,0,0,0.17,-0.33,-22,8,21,0,0.3,0.3,0,0.07,上櫃生技醫療,西藥製劑,"醫藥產業,生物科技,西藥製劑,學名藥,食品生技",台灣最大內服液劑、水劑之製藥廠,
"871	",4126.TW,太醫,80,0.13,42,0.12,58,7.26,0.03,1.11,10,16,63,0,1,0,0,0,0,-0.03,-0.14,16,-2,-2,0,0,0,0.04,0,上櫃生技醫療,醫療耗材,"醫療耗材,其他醫療器材",台灣最大醫療耗材製造商,
"872	",4127.TW,天良,68.5,6.2,267,2.33,30,4.58,0.09,0.27,13,42,31,0,1,0,0,0,0,-0.56,-0.23,-12,27,60,0,0.1,0.1,1.14,0,上櫃生技醫療,食品生技,"醫藥產業,生物科技,西藥製劑,學名藥,食品生技",以天良牌、鐵獅牌銷售保健品及代理諾得膠囊廠商,
"873	",4128.TW,中天,16.1,3.87,2641,7.74,91,58.82,1.18,-0.21,6,0,0,0,0,0,0,0,0,0.13,-0.2,-1,4,7,0,-0.2,-0.2,0,0,上櫃生技醫療,中藥製劑,"醫藥產業,生物科技,中藥製劑,新藥研發,植物新藥,食品生技",台灣首家符合GMP之發酵中藥廠，並經營棉花田有機食品通路,
"874	",4129.TW,聯合,91.2,3.05,145,2.75,85,9.64,0.26,1.47,7,25,28,1,0,0,0,0,0,0.05,-0.14,-6,20,15,0,0,0,0,0.04,上櫃生技醫療,人造關節,"輔助與彌補用醫材,人造關節,骨科類器材",台灣骨科植入物及器材龍頭廠,
"875	",4130.TW,健亞,25.4,2.01,274,2.57,34,13.79,0.01,-0.1,3,0,0,0,0,0,0,0,0,0.02,-0.16,2,2,-12,0,0,0,0,0.11,上櫃生技醫療,西藥製劑,"醫藥產業,西藥製劑,新藥研發,學名藥",學名藥代工及新藥研發廠,
"876	",4131.TW,浩泰,33.25,-1.04,23,1.77,13,3.99,0,-0.07,7,0,0,0,0,0,0,0,0,0,-0.03,20,135,15,0,0,0,0,0.16,上櫃生技醫療,檢驗試劑／紙,"隱形眼鏡,體外診斷用醫材,檢驗試劑／紙,輔助與彌補用醫材",高分子生物檢驗晶片廠,
"877	",4133.TW,亞諾法,20.7,2.22,122,1.95,12,6.06,0.07,0.1,10,38,26,0,0,0,1,0,0,0,-0.19,3,1,-3,0,0,0,0,0.11,上市生技醫療,生物製劑,"醫藥產業,生物製劑,體外診斷用醫材,檢驗試劑／紙",全球抗體與重組蛋白製造龍頭,
"878	",4137.TW,麗豐-KY,110.5,2.31,187,1.82,89,8.25,0.25,-0.25,8,125,6,1,0,0,0,0,0,0.58,-0.08,-18,-15,6,0,-0.2,-0.2,0,0,上市生技醫療,美容,"時尚產業,美妝保養品,美容",克麗緹娜品牌之美容護膚產品通路商,
"879	",4138.TW,曜亞,50.8,0,16,0.39,20,3.99,0.02,0.31,4,20,20,0,0,0,0,0,0,0,0.03,-8,-3,0,0,0,0,0,0.03,上櫃生技醫療,醫療器材通路,"醫療器材通路,醫藥流通,手術與治療用醫材,動力手術器具",佳醫旗下台灣最大醫學美容器材代理商,
"880	",4139.TW,馬光-KY,24.25,2.75,13,3.31,11,4.5,0,-1.1,8,0,0,0,1,0,0,0,0,0,0.08,5,6,-1,0,0,0,0.16,0,上櫃生技醫療,醫療服務,醫療服務,新加坡中醫醫療連鎖機構龍頭,
"881	",4142.TW,國光生,17.5,4.17,1714,1.46,72,42.95,0.27,-0.66,5,0,0,0,0,0,1,0,0,-0.04,-0.32,-70,52,39,0,-0.2,-0.2,0,0.1,上市生技醫療,生物製劑,"醫藥產業,生物製劑",台灣流感疫苗龍頭企業,
"882	",4147.TW,中裕,63.8,6.16,1813,5.71,164,27.32,1.07,-0.16,10,1809,1,0,1,0,0,0,0,0.19,-0.3,34,43,7,0,-0.6,-0.6,0.42,0,上櫃生技醫療,新藥研發,"醫藥產業,新藥研發,生物製劑",專注於愛滋新藥研發,
"883	",4148.TW,全宇生技-KY,30.55,3.56,34,2.79,20,6.72,0.02,0.73,3,94,3,0,0,0,0,0,0,0.66,0.09,-24,22,16,0,0,0,0,0.12,上市生技醫療,農業生技,"肥料,化學工業,生物科技,農業生技",馬來西亞生化複合肥料龍頭廠商,
"884	",4153.TW,鈺緯,29.95,0.34,7,1.17,18,5.87,0,0.27,2,18,11,0,1,0,0,0,0,0.04,-0.28,2,-4,0,0,0,0,0.12,0.06,上櫃生技醫療,LCD顯示器,"智慧醫療技術,診斷與監測用醫材,醫學影像裝置,顯示器,顯示器零件,LCD顯示器",佳世達旗下醫療顯示器廠,
"885	",4154.TW,樂威科-KY,12.55,-2.33,19,0,5,3.84,0,-0.29,9,0,0,0,0,0,0,0,0,0,-0.11,2,134,17,0,0,0,0,0.18,上櫃其他,金屬加工／製品,"傳產其他,金屬加工/製品",精品皮件之金屬配件製造商,
"886	",4155.TW,訊映,14.8,2.42,177,4.33,21,14.47,0.07,-0.07,10,10,100,0,1,0,0,0,0,0.52,-0.17,9,-3,-7,0,0,0,0.23,0,上市生技醫療,血糖儀,"血糖儀,體外診斷用醫材",血糖儀、血糖試片、居家醫療器材廠商,
"887	",4157.TW,太景*-KY,8.43,2.8,1068,4.13,58,0.01,0.16,-0.07,7,0,0,0,0,0,1,0,0,-0.06,-0.4,28,-23,-15,0,0,0,0,0.14,上櫃生技醫療,新藥研發,"醫藥產業,西藥製劑,新藥研發",小分子創新化合物新藥研發廠,
"888	",4160.TW,訊聯基因,39.5,0.64,61,1.14,10,2.67,0.02,-0.04,5,0,0,0,0,0,1,0,0,0,0.22,-11,4,5,0,0,0,0,0.06,上櫃生技醫療,生技服務,"生物科技,基因定序",台灣專攻基因醫學與數位生技的公司,
"889	",4161.TW,聿新科,22.95,0.88,63,1.31,14,5.98,0.02,0.36,3,19,16,0,0,0,0,0,0,0.07,-0.36,49,74,25,0,0,0,0,0.04,上櫃生技醫療,血糖儀,"生物科技,食品生技,血糖儀,體外診斷用醫材,診斷與監測用醫材,生理檢測器材,時尚產業,美妝保養品",血糖檢測設備與天然蝦紅素保健品廠,
"890	",4162.TW,智擎,59.5,2.76,1066,3.05,84,14.57,0.31,0.05,7,21,33,0,1,0,0,0,0,0.1,0.22,17,52,27,0,0.1,0.1,0.14,0,上櫃生技醫療,新藥研發,"醫藥產業,西藥製劑,新藥研發",東洋集團旗下新藥研發公司,
"891	",4163.TW,鐿鈦,124.5,2.47,224,5.51,62,5.07,0.16,1.21,9,27,33,0,1,0,0,0,0,0.01,0.02,-7,8,7,0,-0.1,-0.1,0.55,0,上櫃生技醫療,其他醫療器材,"其他醫療器材,傳產其他,金屬加工/製品",醫療器材用精密金屬零件製造商,
"892	",4164.TW,承業醫,29.15,2.32,811,2.32,56,19.53,0.38,0.48,9,23,39,1,0,0,0,0,0,0.29,-0.03,79,80,29,0,0.1,0.1,0,0,上市生技醫療,醫療器材通路,"醫療器材通路,醫療服務,醫藥流通,醫療管理服務",台灣最大腫瘤醫學設備代理商,
"893	",4167.TW,松瑞藥,20.2,6.6,1952,1.82,59,31.04,0.15,0.05,2,77,3,0,0,0,0,0,0,0.07,-0.13,-8,-23,-16,0,0,0,0,0.1,上櫃生技醫療,原料藥,"醫藥產業,西藥製劑,原料藥",全球前三大培南類抗生素原料藥供應商,
"894	",4168.TW,醣聯,25.5,3.66,360,4.65,28,11.25,0.07,-0.82,6,0,0,1,0,0,0,0,0,0.19,-0.19,-100,-100,-53,0,0,0,0,0.22,上櫃生技醫療,新藥研發,"醫藥產業,新藥研發,生物製劑,醫藥研發外包服務",醣質抗體與蛋白質藥物研發廠,
"895	",4171.TW,瑞基,16.8,-0.88,104,2.98,10,5.81,0.03,-0.4,5,0,0,0,0,0,1,0,0,0,0.02,-12,-1,1,0,0,0,0,0.12,上櫃農業科技業,農業生技,"生物科技,農業生技,體外診斷用醫材,檢驗試劑／紙",全球最大蝦類白點病毒檢測試劑廠,
"896	",4173.TW,久裕,18,1.12,77,1.39,13,7.46,0.08,-0.05,9,17,53,0,0,0,1,0,0,0.01,0,-11,-6,4,0,0,0,0,0.05,上櫃生技醫療,醫藥流通,醫藥流通,佳醫旗下藥品經銷物流商,
"897	",4174.TW,浩鼎,29.2,9.98,1190,6.02,35,13.16,0.31,-5.34,3,0,0,0,0,0,1,0,0,-0.48,0.52,-56,-60,-55,0,-0.2,-0.2,0,0.15,上櫃生技醫療,新藥研發,"醫藥產業,新藥研發,生物製劑",潤泰集團旗下抗癌新藥研發公司,
"898	",4175.TW,杏一,52.8,0.76,8,0.94,22,4.23,0.02,0.24,7,19,37,0,0,0,1,0,0,0,-0.14,2,-5,-1,0,0,0,0,0.04,上櫃生技醫療,醫療器材通路,"醫療器材通路,醫藥流通",台灣醫療用品連鎖通路龍頭,
"899	",4183.TW,福永生技,14,5.66,10,0,3,2.38,0,-0.63,4,0,0,0,0,0,0,0,0,-0.26,-0.75,43,-31,-39,0,0,0,0,0,上櫃生技醫療,血糖儀,"血糖儀,體外診斷用醫材",台灣血糖測試設備商,
