符合條件商品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料日期：2026年  6月 29日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
策略,"	.常用",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1363	",6412.TW,群電,92.3,4.29,1686,4.84,355,40.08,2.23,0.54,5,34,15,0,0,0,0,0,0,-1.01,11.33,3,-10,-9,-0.1,-2.2,-2.3,0,0.22,上市電子零組件,電源供應器,"電源供應器,電子零件元件",台灣前三大PC電源供應器廠,
"1364	",6414.TW,樺漢,360,-0.41,1203,3.88,527,14.9,5.89,10.41,6,9,67,1,1,0,0,0,0,0.56,-1.01,7,35,17,-4.1,6.9,2.8,0.48,0,上市電腦及週邊設備,工業電腦,工業電腦,鴻海轉投資之工業電腦廠,
"1365	",6415.TW,矽力*-KY,598,4.55,1332,10.08,2223,9.72,19.13,1.72,3,163,2,0,1,0,0,0,0,0.51,-0.05,-5,32,23,-0.3,3.3,3,1.6,0,上市半導體,電源管理IC,"IC設計,LED驅動IC,電源管理IC",大陸電源管理晶片大廠,
"1366	",6416.TW,瑞祺電通,79,0.13,169,2.71,58,7.33,0.35,0.66,2,15,13,0,0,0,0,0,0,-0.12,0.33,11,17,-2,0,-0.1,-0.1,0,0.2,上市通信網路,資安設備,"用戶端設備,網通設備,資安設備",台灣網通資安設備龍頭大廠,
"1367	",6417.TW,韋僑,130,0.39,44,3.8,55,4.23,0.13,1.9,12,22,55,0,1,0,0,0,0,0.05,-0.06,-5,22,19,0,0,0,0.5,0.21,上櫃通信網路,RFID相關,"網通設備,RFID相關",台灣RFID Tag製造商,
"1368	",6418.TW,詠昇,30.45,1.16,89,1.93,10,3.45,0.04,0.19,4,0,0,0,0,0,0,0,0,0.35,-1.59,-5,32,5,0,0,0,0,0.25,上櫃電子零組件,連接器,"連接器,電子零件元件,連接線材",各種應用之訊號連接器及傳輸線製造商,
"1369	",6419.TW,京晨科,138.5,-0.36,137,6.42,18,1.32,0.44,3.22,7,38,18,0,0,0,0,1,0.34,3.22,-1.11,12,369,136,0,-0.2,-0.2,0,0,上櫃光電,安全監控,"工業電腦,安全監控",台灣網路視訊監控系統商,
"1370	",6425.TW,易發,71.2,0.28,466,7.09,36,5.14,0.68,-0.1,4,0,0,1,0,0,0,0,0,0.12,-1.98,60,45,40,0,0,0,0,0.43,上櫃電機機械,面板設備,"半導體製程設備,IC檢測設備,設備儀器商,面板設備,其他產業機械,產業機械",深耕面板製程設備，並跨足半導體及動力電池設備之廠商,
"1371	",6426.TW,統新,190,-1.55,584,8.41,74,3.85,2.79,0.67,14,91,15,0,0,0,0,1,0.79,1.43,-1.13,-4,70,64,0,-0.3,-0.3,0,0.47,上市通信網路,光纖零組件,"光通訊,光纖零組件",台灣光通訊元件濾光片廠商,
"1372	",6431.TW,光麗-KY,17.95,-1.37,145,4.93,9,8.61,0.01,-1.03,5,0,0,0,0,0,0,0,0,-0.05,-0.1,-33,-23,-13,0,0,0,0,0.13,上市生技醫療,美妝保養品,"時尚產業,美妝保養品",美妝保養品代工廠商,
"1373	",6432.TW,今展科,70.2,-6.4,2471,10.21,26,3.44,3.85,0.28,12,86,14,1,1,0,0,0,0,-2.75,4.04,-5,29,8,0,-0.6,-0.6,1.7,0,上櫃電子零組件,電感,"被動元件,電感,壓敏電阻,IC零組件通路商,電子通路",專業之電感供應商,
"1374	",6435.TW,大中,330.5,-0.45,1159,12.73,124,3.75,7.22,2.92,10,25,40,0,1,0,0,0,0,-1.33,21.25,2,22,9,0,-1.9,-1.9,1.45,0,上櫃半導體,電晶體,"分離式元件,電晶體",茂達旗下的功率半導體元件公司,
"1375	",6438.TW,迅得,151,3.78,562,3.62,120,8.22,0.87,1.93,8,20,40,0,0,0,0,0,0,-0.16,-0.14,-7,10,16,0,0.1,0.1,0,0.22,上市其他電子,PCB相關設備,"PCB相關設備,半導體製程設備,設備儀器商",主要為PCB相關之自動化設備供應商,
"1376	",6441.TW,廣錠,21.9,0.92,49,3.85,12,5.33,0.03,-2.41,6,0,0,0,0,0,0,0,0,0,-0.1,-20,-67,-64,0,0,0,0,0.21,上櫃電腦及週邊設備,工業用電池,"工業用電池,電池,儲能設備,工業電腦,博奕機台",廣積旗下博奕機台兼儲能系統公司,
"1377	",6442.TW,光聖,1600,-4.76,2625,14.48,1312,8.15,70.47,10.19,7,65,11,1,0,0,1,0,0,-1.42,4.02,95,116,34,-5,-14.9,-19.9,0,0.31,上市通信網路,光纖主動元件,"連接器,電子零件元件,光通訊,光纖主動元件,光纖被動元件",台灣光通訊元件製造商,
"1378	",6443.TW,元晶,34.65,0.43,8530,5.08,177,51.28,3.15,-1.71,6,0,0,0,0,0,0,0,0,-1.17,-0.73,62,-40,-42,0,-0.6,-0.6,0,0.27,上市光電,太陽能電池模組,"太陽能,太陽能電池,太陽能電池模組",台灣太陽能模組龍頭廠,
"1379	",6446.TW,藥華藥,1270,9.96,2908,5.86,4407,38.16,33.08,6.2,10,56,18,0,1,1,0,0,0,0.82,1.07,19,108,70,5.2,7.9,13.1,1.1,0,上市生技醫療,新藥研發,"醫藥產業,新藥研發,生物製劑",罕見真性紅血球增生症藥物研發廠商,
"1380	",6449.TW,鈺邦,338,-0.59,1294,10.92,312,9.19,9.06,2.11,9,47,19,0,1,0,0,0,0,-2.91,6.95,-4,12,22,0,4.8,4.8,2.16,0,上市電子零組件,鋁質電解電容,"被動元件,鋁質電解電容",全球前三大固態電容廠之一,
"1381	",6451.TW,訊芯-KY,563,-5.85,8466,15.15,650,11.33,71.64,-2.11,4,0,0,1,1,0,0,0,0,-1.83,15.83,-3,5,-13,0,-0.1,-0.1,1.09,0,上市半導體,IC封裝,"IC封裝,IC測試,IC封裝測試",鴻海集團轉投資系統模組封裝廠,
"1382	",6456.TW,GIS-KY,70.9,4.26,4398,6.01,230,33.79,4.12,-2.58,7,0,0,0,0,0,0,0,0,-1.27,1.53,-18,-51,-16,0,-2.1,-2.1,0,0.4,上市光電,觸控面板,"面板業,觸控面板",鴻海集團旗下觸控面板模組廠,
"1383	",6461.TW,益得,15.05,0.67,64,2.96,27,17.84,0.04,-1.29,10,0,0,0,0,0,1,0,0,0.09,-0.1,28,-47,21,0,0,0,0,0.19,上櫃生技醫療,西藥製劑,"醫藥產業,西藥製劑,新藥研發,學名藥",健喬旗下哮喘定量噴霧吸入劑研發廠,
"1384	",6462.TW,神盾,113.5,-2.58,975,8.84,106,9.13,3.04,-7.76,11,0,0,0,0,0,0,0,0,-0.73,1.83,142,136,98,0,-0.6,-0.6,0,0,上櫃半導體,生物辨識IC,"IC設計,消費性IC,感測元件,生物辨識IC",台灣指紋辨識晶片龍頭,
"1385	",6464.TW,台數科,78,0.26,41,1.68,100,12.88,0.04,1.3,8,11,73,0,1,0,0,0,0,0.03,-0.32,-8,1,-1,0,0,0,0.1,0.04,上市其他,有線電視,"傳播事業,有線電視",台灣唯一由本土有線電視業者成立的多系統經營者,
"1386	",6465.TW,威潤,62,-5.34,447,4.78,31,4.71,0.31,0.13,3,36,8,0,1,0,0,0,0,-0.29,1.17,-22,170,93,0,0,0,0.84,0,上櫃通信網路,衛星導航,"網通設備,衛星導航",以自有品牌「ATrack」行銷衛星定位監控系統廠商,
"1387	",6469.TW,大樹,75.5,3.71,534,1.76,109,15.01,0.28,0.54,9,28,32,1,0,0,0,0,0,0.01,-0.5,12,3,3,0,0,0,0,0,上櫃生技醫療,醫藥流通,"醫療器材通路,醫藥流通,藥品通路",台灣連鎖藥局龍頭,
"1388	",6470.TW,宇智,49,-0.31,56,4,19,3.77,0.05,-0.34,4,131,3,0,1,0,0,0,0,0,0.1,46,-40,-51,0,0,0,0.15,0,上櫃通信網路,無線網路設備系統(WLAN),"用戶端設備,無線網路設備系統(WLAN),網通設備",無線網路設備廠商,
"1389	",6472.TW,保瑞,437.5,6.19,3026,3.93,526,12.8,3.51,1.97,6,57,11,1,1,0,0,0,0,0.12,-0.79,42,40,-9,0,-0.4,-0.4,0.36,0,上市生技醫療,西藥製劑,"醫藥產業,西藥製劑,醫藥研發外包服務,學名藥,醫藥流通",台灣最大CDMO代工廠，且為利基學名藥研發公司,
"1390	",6477.TW,安集,30.4,2.7,664,4.98,37,12.38,0.3,0.14,13,27,48,1,0,0,1,0,0,-0.42,0.08,-15,-1,33,0,-0.1,-0.1,0,0.21,上市光電,太陽能電池模組,"電力,太陽能發電,太陽能,太陽能電池模組",台灣太陽能電池模組製造商,
"1391	",6482.TW,弘煜科,28.35,2.72,2,1.79,8,2.86,0.01,-0.84,6,35,17,0,0,0,0,0,0,0,-0.15,51,-21,-35,0,0,0,0,0.15,上櫃文化創意,PC遊戲,"PC遊戲,遊戲產業,手機遊戲",智冠、宇峻轉投資的網頁及手機遊戲廠,
"1392	",6486.TW,互動,80.8,-0.25,48,1.47,41,5.09,0.06,-1.42,1,36,3,0,0,0,0,0,0,0,-0.08,24,-24,2,0,0,0,0,0.05,上櫃通信網路,系統整合,"系統整合,軟體業",仲琦旗下電信寬頻網路系統整合規劃廠商,
"1393	",6488.TW,環球晶,915,-2.24,2853,7.12,4475,47.81,23.17,1.56,5,109,5,0,1,0,0,0,0,-0.16,3.1,2,-3,-9,-6.9,-3.1,-10,1.69,0,上櫃半導體,矽晶圓,"第三類半導體,矽晶圓,IC製造",全球第三大、台灣最大的矽晶圓廠商，從中美晶分割成立,
"1394	",6491.TW,晶碩,331,2.8,639,1.85,251,7.8,0.68,6.13,6,14,43,0,1,0,0,1,0.6,1.62,-0.97,6,37,22,0,0.9,0.9,0.2,0,上市生技醫療,隱形眼鏡,"隱形眼鏡,輔助與彌補用醫材",和碩集團旗下隱形眼鏡公司,
"1395	",6492.TW,生華科,42.6,0.83,85,2.33,38,8.99,0.06,-0.93,3,0,0,0,0,0,1,0,0,0.05,-0.11,0,-4,-4,0,0,0,0,0.11,上櫃生技醫療,新藥研發,"醫藥產業,新藥研發",小分子抗癌新藥研發廠,
"1396	",6494.TW,九齊,62.9,0,211,5.59,20,3.16,0.3,1.03,11,32,34,0,1,0,0,0,0,-1.41,0.09,2,79,43,0,0,0,0.56,0,上櫃半導體,MCU,"IC設計,MCU,影音IC",新唐轉投資的語音控制IC及MCU設計公司,
"1397	",6496.TW,科懋,25.8,1.98,3,3.67,12,4.73,0,-1.35,3,0,0,0,1,0,0,0,0,0,-0.27,-9,7,9,0,0,0,0.13,0,上櫃生技醫療,醫藥流通,"醫藥產業,西藥製劑,學名藥,醫療器材通路,醫藥流通",代理藥品及檢驗試劑，並開發解毒劑之公司,
"1398	",6499.TW,益安,71.6,5.29,539,7.46,66,9.69,0.45,-1.87,7,0,0,0,0,0,1,0,0,-0.05,-0.66,-11,-6,7,0,-0.1,-0.1,0,0.32,上櫃生技醫療,手術與治療用醫材,"診斷與監測用醫材,醫學影像裝置,手術與治療用醫材",內視鏡、心導管及手術用侵入性設備研發廠商,
"1399	",6504.TW,南六,35.75,-0.69,18,1.24,26,7.26,0.01,0.48,3,19,16,0,0,0,0,0,0,0.02,-0.53,0,6,-1,0,0,0,0,0.09,上市其他,不織布,"其他醫療器材,個人保護用器材,不織布,工業紡織品",亞洲最大的水針不織布廠商之一,
"1400	",6505.TW,台塑化,55.3,3.36,7702,4.47,5096,952.6,6.53,1.3,10,7,143,0,1,0,0,0,0,0.08,-0.89,-6,27,6,-0.2,4.8,4.6,0.18,0,上市油電燃氣,煉油,"烯烴類,塑化原料,煉油,石油及天然氣,油品儲運/分銷",台灣最大的民營輕油裂解廠,
"1401	",6506.TW,雙邦,18.15,0,67,2.67,15,8.24,0.04,0.55,13,7,186,0,0,0,0,0,0,-0.05,-0.63,-13,8,9,0,0,0,0,0.18,上櫃紡織纖維,織布業,"PU樹脂,化學工業,其他化工產品,織布業",塗佈貼合加工及特用化學原料供應商,
"1402	",6508.TW,惠光,24.05,-0.82,45,6.75,21,8.65,0.03,0.35,11,33,33,0,0,0,0,0,0,0,-0.31,-25,-19,-6,0,0,0,0,0,上櫃農業科技業,農藥,"農藥,化學工業,塑膠皮布,塑化製品",台灣第二大農藥及全球第三大地工膜廠商,
"1403	",6509.TW,聚和,48.2,1.9,1609,2.5,93,19.71,0.74,1.04,13,10,130,1,1,0,0,0,0,-0.56,-0.22,-21,-5,4,0,0.2,0.2,0.34,0.13,上櫃化工,其他化工產品,"化學工業,其他化工產品,傳產其他,文具",全球前三大自黏便條紙商、知名造紙化學品廠,
"1404	",6510.TW,精測,3035,-6.62,531,5.83,1069,3.29,11.78,12.28,12,84,14,1,0,0,0,1,1.26,2.07,-2.6,4,34,24,-7.8,-1.7,-9.5,0,0.17,上櫃半導體,測試用板卡,"封測服務與材料,測試用板卡",中華電信旗下晶圓測試介面板廠,
"1405	",6512.TW,啟發電,19.95,0,6,0.25,5,2.53,0,-0.51,8,0,0,0,1,0,0,0,0,0.01,-0.46,12,-56,-47,0,0,0,0.08,0,上櫃其他電子,視訊轉換相關,"視訊轉換相關,消費性電子產品",專業影音訊號延長器、分配器及處理器廠商,
"1406	",6515.TW,穎崴,8015,-2.14,405,9.62,2952,3.64,44.17,19.72,8,122,7,1,0,0,0,0,0,-0.47,-2.14,8,120,46,-0.4,-8.2,-8.6,0,0,上市半導體,封測服務與材料,"探針、探針卡,封測服務與材料",全球IC測試座龍頭,
"1407	",6516.TW,勤崴國際,56.3,1.44,4,3.67,31,5.63,0.05,-0.03,8,29,28,0,0,0,0,0,0,-0.12,-0.16,-7,9,24,0,0,0,0,0.08,上櫃資訊服務,應用軟體,"軟體業,應用軟體",中華電旗下台灣最大圖資公司,
"1408	",6517.TW,保勝光學,67.5,0.6,789,8.49,21,3.06,0.87,-0.04,5,133,4,0,0,0,0,0,0,0,0.59,7,-35,-23,0,0.1,0.1,0,0,上櫃光電,光學鏡片／頭,"光學鏡片/頭,光學元件",台灣第一家光學鏡片製造廠,
"1409	",6523.TW,達爾膚,96.9,-0.1,23,0.82,44,4.5,0.05,0.07,6,16,38,0,0,0,0,0,0,0,-0.08,-10,-17,-18,0,0,0,0,0.03,上櫃生技醫療,美妝保養品,"時尚產業,美妝保養品",台灣第一大醫美品牌DR.WU,
"1410	",6525.TW,捷敏-KY,143,-2.05,2039,7.47,188,12.9,4.77,1.66,8,23,35,0,1,0,0,0,0,1.51,7.51,2,19,15,0,2.2,2.2,1.17,0,上市半導體,IC封裝測試,IC封裝測試,全球前三大專業功率半導體封測企業,
"1411	",6526.TW,達發,636,1.6,559,8.81,1049,16.75,7.54,5.36,11,39,28,0,0,0,0,0,0,0.3,-2.15,1,13,8,0.7,-1.3,-0.6,0,0,上市半導體,無線網路IC,"無線網路IC,衛星導航晶片組,IC設計,網路通訊IC,射頻前端晶片",聯發科旗下無線通訊與固網通訊之晶片設計公司,
"1412	",6527.TW,明達醫,73.3,1.52,13,0.55,18,2.55,0.01,0.8,6,15,40,0,1,0,0,0,0,0.4,-0.85,42,-4,-15,0,0,0,0.11,0,上櫃生技醫療,醫學影像裝置,"診斷與監測用醫材,醫學影像裝置",眼科診斷型儀器研發及組裝廠商,
"1413	",6530.TW,創威,85.2,0.71,470,6.49,29,3.38,0.63,0.57,12,36,33,0,0,0,1,1,0.17,1.6,-0.27,0,25,19,0,0.1,0.1,0,0.39,上櫃通信網路,光纖主動元件,"光通訊,光纖主動元件",主要生產熱插拔式及固定式光收發模組,
"1414	",6531.TW,愛普*,980,-1.01,3045,8.18,1611,8.15,45.54,3.36,10,95,11,0,1,0,0,0,0,-0.74,1.06,-7,89,105,4.6,-27.6,-23,1.75,0,上市半導體,SRAM記憶體IC,"DRAM記憶體IC,SRAM記憶體IC,IC設計,設計IP",從事行動記憶體IC設計及IP設計的公司,
"1415	",6532.TW,瑞耘,88.1,2.09,236,5.37,32,3.74,0.44,-0.36,1,32,3,0,0,0,0,0,0,-0.52,-0.23,-2,36,-1,0,0.1,0.1,0,0.19,上櫃半導體,半導體製程設備,"半導體製程設備,設備儀器商,化學氣相沈積設備",半導體前段製程設備及零件供應商,
"1416	",6533.TW,晶心科,191,-0.52,330,4.69,97,5.07,1.15,-3.91,4,0,0,1,0,0,0,0,0,0.02,-0.38,-18,2,17,0,-0.6,-0.6,0,0.27,上市半導體,設計IP,"IC設計,設計IP",聯發科旗下嵌入式微處理器核心IP設計公司,
"1417	",6535.TW,順藥,100,3.09,177,3.01,163,16.78,0.26,-0.67,2,0,0,0,0,0,1,0,0,-0.06,-0.84,0,-65,-52,-0.1,0,-0.1,0,0.37,上櫃生技醫療,新藥研發,"醫藥產業,西藥製劑,新藥研發",晟德旗下新藥研發公司,
"1418	",6538.TW,倉和,119.5,0.42,424,8.11,45,3.8,1.11,-0.38,10,39,26,1,1,0,0,0,0,0.99,-1.01,-7,-12,-23,0,-0.1,-0.1,1.11,0,上櫃電子零組件,電子其他,電子其他,國內最大的太陽能精密網版廠,
"1419	",6541.TW,泰福-KY,39.3,1.95,683,4.05,102,26.5,0.43,-2.79,6,0,0,0,0,0,0,0,0,-0.27,0.2,-58,208,265,0,-0.3,-0.3,0,0,上市生技醫療,新藥研發,"醫藥產業,新藥研發,生物製劑",免疫、癌症等領域生物相似藥及新藥研發,
"1420	",6542.TW,隆中,45.6,-1.51,3,1.92,19,4.2,0,-0.79,8,0,0,0,0,0,0,0,0,0,-0.44,2,24,20,0,0,0,0,0.13,上櫃文化創意,手機遊戲,"PC遊戲,遊戲產業,手機遊戲",台灣手機遊戲開發及代理商,
"1421	",6546.TW,正基,67.6,-0.88,308,4.88,46,6.68,0.36,0.82,5,25,20,1,0,0,0,0,0,0.37,-0.38,-2,0,-11,0,-0.2,-0.2,0,0.33,上櫃通信網路,通訊設備零組件,"網通設備,通訊設備零組件",正文轉投資的無線通訊模組廠,
"1422	",6547.TW,高端疫苗,47.2,3.85,2108,3.07,149,32.87,0.78,-0.5,4,0,0,1,0,0,0,0,0,-0.12,-0.23,-10,-25,-12,0,0.1,0.1,0,0.15,上櫃生技醫療,生物製劑,"醫藥產業,生物製劑",專注於疫苗及生物製劑開發的生技新藥公司,
"1423	",6548.TW,長科*,85,-0.12,10577,6.58,809,3.8,13.38,0.45,3,50,6,0,1,0,0,0,0,-1.04,28.9,3,37,21,0.8,-10.1,-9.3,1.22,0,上櫃半導體,導線架,"導線架,封測服務與材料",長華電材旗下之封測導線架大廠,
"1424	",6550.TW,北極星藥業-KY,13.25,6,1514,4.98,96,89.48,0.28,-1,7,0,0,0,0,0,1,0,0,-0.04,-0.12,-4,249,234,0,-0.1,-0.1,0,0.16,上市生技醫療,新藥研發,"醫藥產業,新藥研發,生物製劑,醫藥研發外包服務",聚焦標靶抗癌新藥研發,
"1425	",6552.TW,易華電,29,-1.36,143,4.77,24,8.3,0.07,-2.08,4,0,0,1,0,0,0,0,0,-0.01,-0.66,-3,-15,-31,0,0,0,0,0.29,上市半導體,IC基板,"IC基板,封測服務與材料",長華轉投資之面板驅動IC用高階軟性基板廠,
"1426	",6556.TW,勝品,71.8,-0.28,4,2.64,21,2.88,0.01,2,6,11,55,0,1,0,0,0,0,0,-0.8,-7,30,13,0,0,0,0.11,0,上櫃光電,安全監控,"工業電腦,安全監控",佳世達轉投資專業監控攝影機製造商,
"1427	",6558.TW,興能高,28.1,0.72,221,3.96,24,9.38,0.19,-0.41,4,0,0,0,0,0,0,0,0,0.5,-0.23,-25,-17,-12,0,-0.1,-0.1,0,0.26,上市其他電子,消費用電池,"消費用電池,電池",以穿載式應用為主的鋰電池廠商,
"1428	",6560.TW,欣普羅,38.4,-0.9,66,4.31,13,3.25,0.04,-0.14,8,209,4,0,0,0,0,0,0,0,-0.59,-42,2,65,0,0,0,0,0,上櫃光電,安全監控,"工業電腦,安全監控",台灣影音安控產品廠商,
"1429	",6561.TW,是方,337,1.2,111,2.52,260,7.8,0.73,3.62,11,22,50,0,0,0,0,0,0,0,1.38,-5,-25,-5,-0.2,-0.3,-0.5,0,0.16,上櫃通信網路,電信／數據服務,"電信/數據服務,通訊服務,雲端科技,Internet技術與基礎設施",中華電轉投資之台灣最大IDC機房營運商,
"1430	",6568.TW,宏觀,158.5,-1.25,177,6.67,49,3.08,0.6,1.14,8,35,23,0,0,0,1,0,0,0.05,-0.16,-29,-16,19,0,0.2,0.2,0,0.51,上櫃半導體,無線網路IC,"無線網路IC,IC設計,ASIC,光通訊IC",全球前三大矽晶調諧器晶片供應商,
"1431	",6569.TW,醫揚,106,-1.4,92,2.23,42,3.91,0.11,1.28,7,54,13,0,0,0,0,0,0,-0.03,-1.12,77,50,22,0,0,0,0,0,上櫃生技醫療,工業電腦,工業電腦,研揚轉投資醫療用工業電腦公司,
"1432	",6570.TW,維田,49.25,0.51,134,5.83,18,3.71,0.14,0.99,5,20,25,0,0,0,0,0,0,0.07,-0.94,28,32,19,0,0.1,0.1,0,0.25,上櫃電腦及週邊設備,工業電腦,"顯示器,工業電腦",以嵌入式系統為主之工業電腦廠商,
"1433	",6573.TW,虹揚-KY,19.75,-0.5,1051,7.62,16,8.05,0.3,-0.42,8,0,0,0,1,0,0,0,0,-0.13,12.21,12,-10,-20,0,0,0,0.96,0,上市半導體,二極體,"分離式元件,二極體",二極體及橋式整流器製造商,
"1434	",6574.TW,霈方,110,0.46,21,3.1,24,2.2,0.05,2.05,11,9,122,0,0,0,0,0,0,0,-0.54,-4,39,31,0,0,0,0,0.2,上櫃生技醫療,美妝保養品,"醫療服務,時尚產業,美妝保養品",台灣保養品集團,
"1435	",6576.TW,逸達,81.3,4.23,451,2.52,123,15.75,0.09,-1.74,9,0,0,1,0,0,0,0,0,0.02,-0.16,127,750,37,0,0,0,0,0,上櫃生技醫療,新藥研發,"醫藥產業,西藥製劑,新藥研發,生物製劑",新劑型配方新藥研發廠,
"1436	",6577.TW,勁豐,72.3,0,27,2.3,43,6.01,0.07,1.06,6,14,43,0,0,0,0,0,0,0,-1.01,1,-1,0,0,0,0,0,0.13,上櫃電腦及週邊設備,工業電腦,"顯示器,工業電腦",豐藝轉投資工業電腦及醫療應用顯示器廠商,
"1437	",6578.TW,達邦蛋白,16.25,0.93,24,0.93,12,7.19,0.01,-0.23,7,429,2,0,0,0,0,0,0,-0.02,-0.13,-1,27,16,0,0,0,0,0.11,上櫃農業科技業,農業生技,"生物科技,農業生技",亞洲唯一具有微生物醱酵技術的飼料廠商,
"1438	",6579.TW,研揚,154,2.33,183,3.82,255,16.95,0.57,1.32,8,31,26,0,1,0,0,0,0,-0.07,3.15,28,49,25,0,0.1,0.1,0.55,0.15,上市電腦及週邊設備,工業電腦,工業電腦,華碩、廣積轉投資工業電腦廠,
"1439	",6581.TW,鋼聯,106,0,8,0.93,118,11.13,0.05,2.6,6,23,26,0,0,0,0,0,0,0.01,-0.26,-25,1,7,0,0,0,0,0.08,上市綠能環保,回收焚化／掩埋清運,"傳產其他,回收焚化／掩埋清運",亞洲最大電弧爐集塵灰之鋅資源回收廠,
"1440	",6582.TW,申豐,33.2,-0.9,86,8.21,36,10.62,0.12,-0.73,4,0,0,0,1,1,0,0,0,-0.01,-0.4,45,-35,-55,0,0,0,0.19,0,上市橡膠,乳膠相關,"乳膠相關,橡膠工業",永豐餘旗下合成乳膠廠，全球前7大NBR乳膠廠,
"1441	",6584.TW,南俊國際,685,-3.25,1050,6.32,502,7.11,16.59,2.44,10,63,16,1,1,0,0,0,0,0.8,-12.77,2,47,59,1,8.3,9.3,0.5,0,上櫃電子零組件,其他電子零件,"其他電子零件,電子零件元件",專業鋼珠滑軌之製造廠商,
"1442	",6585.TW,鼎基,128.5,-0.39,584,4.91,93,7.21,0.8,2.05,7,21,33,1,1,0,0,0,0,0.17,2.31,-14,58,4,0,-0.1,-0.1,0.84,0,上市其他,PU樹脂,"PU樹脂,熱熔膠,化學工業",全球前三大TPU產品生產商,
"1443	",6588.TW,東典光電,86.6,-4.52,1169,8.13,31,3.47,0.55,-0.14,12,0,0,0,0,0,1,0,0,-0.16,-0.27,2,160,165,0,0,0,0,0.45,上櫃通信網路,光纖零組件,"網通設備,物聯網裝置,光通訊,光纖零組件",台灣光通訊元件濾光片廠商,
"1444	",6589.TW,台康生技,48.2,4.56,1520,2.25,116,30.82,0.42,-1.31,10,0,0,0,0,0,0,0,0,0.21,-0.87,42,56,43,0,-0.2,-0.2,0,0,上市生技醫療,醫藥研發外包服務,"醫藥產業,醫藥研發外包服務",台灣生技藥品委託開發生產服務廠商,
"1445	",6590.TW,普鴻,66.1,-0.75,3,1.93,17,2.5,0.01,1.3,4,18,22,0,0,0,0,0,0,-0.02,-0.22,14,18,8,0,0,0,0,0,上櫃資訊服務,系統整合,"資訊安全,系統整合,電子支付,軟體業",台灣金融支付加解密解決方案最大供應商,
"1446	",6591.TW,動力-KY,52.9,-0.19,116,2.39,22,4.11,0.13,-1.39,5,0,0,1,0,0,0,0,0,-0.07,-0.02,-29,-63,-40,0,-0.1,-0.1,0,0.12,上市電腦及週邊設備,散熱風扇馬達,"散熱風扇馬達,散熱模組",電競PC散熱風扇供應商,
"1447	",6592.TW,和潤企業,64,-0.78,1259,1.99,402,62.32,0.9,1.12,5,23,22,0,1,0,0,0,0,0.06,-0.23,-2,-3,-4,0,-0.8,-0.8,0.13,0,上市其他,汽車融資,"汽車融資,汽車服務相關,租賃,金融業",和泰旗下車輛融資及租賃公司,
"1448	",6593.TW,台灣銘板,33.45,0.75,60,2.92,11,3.19,0.04,-0.19,7,0,0,0,0,0,0,0,0,-1.22,0.12,-10,67,2,0,0,0,0,0.11,上櫃資訊服務,智慧卡相關,"傳產其他,電子其他,智慧卡相關",專業信用卡製卡廠商,
"1449	",6596.TW,寬宏藝術,92.4,0.33,123,1.07,35,3.8,0.2,-1.78,9,13,69,0,0,0,1,0,0,0.08,-0.06,12,122,92,0,0,0,0,0.07,上櫃文化創意,文化創意產業,"傳播事業,影音娛樂,文化創意產業,休閒娛樂,陳列展覽相關",從事國內外演唱會、藝文活動之主辦與代理,
"1450	",6598.TW,ABC-KY,22.85,0.22,108,4.8,23,10.28,0.04,-0.47,10,33,30,0,0,0,0,0,0,0.37,-0.06,-1,135,80,0,0,0,0,0.13,上市生技醫療,檢驗試劑／紙,"體外診斷用醫材,檢驗試劑／紙,IVD檢驗儀器設備",創新數位生物條碼技術大廠,
"1451	",6603.TW,富強鑫,22.65,-1.09,654,4.91,38,16.74,0.25,-0.17,4,0,0,1,0,0,0,0,0,-0.69,2.19,-2,-28,-5,0,-0.1,-0.1,0,0,上櫃電機機械,塑膠機械,"塑膠機械,產業機械",台灣塑膠射出機領導廠商,
"1452	",6605.TW,帝寶,139,1.46,856,3.52,227,16.58,0.98,3.56,5,9,56,0,0,0,0,0,0,-0.42,-0.08,-6,-9,-5,0,-0.5,-0.5,0,0,上市汽車,車燈,"車燈,汽機車零組件",全球AM車燈龍頭企業,
"1453	",6606.TW,建德工業,24.7,0.2,28,1.62,27,11.03,0.02,0.44,8,26,31,0,1,0,0,0,0,0.19,-0.4,-18,37,19,0,0,0,0.16,0.08,上市電機機械,磨床,"工具機,龍門機,磨床",全球專業的磨床工具機廠商,
"1454	",6609.TW,瀧澤科,39.15,-0.38,215,3.69,28,7.25,0.13,-1.28,7,0,0,0,0,0,0,0,0,0.13,-0.62,-19,-27,-12,0,0,0,0,0.27,上櫃電機機械,車床,"工具機,車床",中日合資工具機生產廠商，以CNC車床為主,
"1455	",6612.TW,奈米醫材,71.6,1.13,39,1.8,34,4.75,0.03,-0.1,3,33,9,0,0,0,0,0,0,0.07,-0.25,4,43,11,0,0,0,0,0,上櫃生技醫療,醫用植入材料,"醫用植入材料,輔助與彌補用醫材",人工水晶體及其植入系統製造商,
